Table,Field,Type,Nullable,Default,Description,Category
WorkflowDefinition,updatedAt,DateTime,No,,,Other
WorkflowDefinition,createdById,String,No,,,Other
WorkflowDefinition,updatedById,String,No,,,Other
WorkflowDefinition,instances,WorkflowInstance[],No,,,Other
WorkflowDefinition,rules,WorkflowRule[],No,,,Other
WorkflowDefinition,stages,WorkflowStage[],No,,,Other
WorkflowStage,id,String,No,cuid(,,Other
WorkflowStage,workflowId,String,No,,,Other
WorkflowStage,stageNumber,Int,No,,,Other
WorkflowStage,stageName,String,No,,,Other
WorkflowStage,description,String,Yes,,,Other
WorkflowStage,approvalType,ApprovalType,No,ALL_REQUIRED,,Other
WorkflowStage,minimumApprovals,Int,Yes,,,Other
WorkflowStage,approvalThreshold,Float,Yes,,,Other
WorkflowStage,requiredRoles,String[],No,,,Other
WorkflowStage,optionalRoles,String[],No,,,Other
WorkflowStage,assignmentStrategy,AssignmentStrategy,No,MANUAL,,Other
WorkflowStage,deadlineHours,Int,Yes,,,Other
WorkflowStage,escalationRules,Json,Yes,,,Other
WorkflowStage,allowDelegation,Boolean,No,true,,Other
WorkflowStage,allowSkip,Boolean,No,auto,,Other
WorkflowStage,skipConditions,Json,Yes,,,Other
WorkflowStage,requiresSignature,Boolean,No,auto,,Other
WorkflowStage,signatureType,String,Yes,,,Other
WorkflowStage,stageInstances,WorkflowStageInstance[],No,,,Other
WorkflowStage,workflow,WorkflowDefinition,No,,,Other
WorkflowRule,id,String,No,cuid(,,Other
WorkflowRule,workflowId,String,No,,,Other
WorkflowRule,ruleName,String,No,,,Other
WorkflowRule,description,String,Yes,,,Other
WorkflowRule,conditionField,String,No,,,Other
WorkflowRule,conditionOperator,ConditionOperator,No,,,Other
WorkflowRule,conditionValue,Json,No,,,Other
WorkflowRule,actionType,RuleActionType,No,,,Other
WorkflowRule,actionConfig,Json,No,,,Other
WorkflowRule,priority,Int,No,auto,,Other
WorkflowRule,isActive,Boolean,No,true,,Other
WorkflowRule,createdAt,DateTime,No,now(,,Other
WorkflowRule,updatedAt,DateTime,No,,,Other
WorkflowRule,workflow,WorkflowDefinition,No,,,Other
WorkflowInstance,id,String,No,cuid(,,Other
WorkflowInstance,workflowId,String,No,,,Other
WorkflowInstance,entityType,String,No,,,Other
WorkflowInstance,entityId,String,No,,,Other
WorkflowInstance,status,WorkflowStatus,No,IN_PROGRESS,,Other
WorkflowInstance,currentStageNumber,Int,Yes,,,Other
WorkflowInstance,contextData,Json,Yes,,,Other
WorkflowInstance,startedAt,DateTime,No,now(,,Other
WorkflowInstance,completedAt,DateTime,Yes,,,Other
WorkflowInstance,deadline,DateTime,Yes,,,Other
WorkflowInstance,priority,Priority,No,NORMAL,,Other
WorkflowInstance,impactLevel,ImpactLevel,Yes,,,Other
WorkflowInstance,createdById,String,No,,,Other
WorkflowInstance,history,WorkflowHistory[],No,,,Other
WorkflowInstance,workflow,WorkflowDefinition,No,,,Other
WorkflowInstance,stageInstances,WorkflowStageInstance[],No,,,Other
WorkflowStageInstance,id,String,No,cuid(,,Other
WorkflowStageInstance,workflowInstanceId,String,No,,,Other
WorkflowStageInstance,stageId,String,No,,,Other
WorkflowStageInstance,stageNumber,Int,No,,,Other
WorkflowStageInstance,stageName,String,No,,,Other
WorkflowStageInstance,status,StageStatus,No,PENDING,,Other
WorkflowStageInstance,startedAt,DateTime,Yes,,,Other
WorkflowStageInstance,completedAt,DateTime,Yes,,,Other
WorkflowStageInstance,deadline,DateTime,Yes,,,Other
WorkflowStageInstance,outcome,StageOutcome,Yes,,,Other
WorkflowStageInstance,notes,String,Yes,,,Other
WorkflowStageInstance,assignments,WorkflowAssignment[],No,,,Other
WorkflowStageInstance,parallelCoordination,WorkflowParallelCoordination[],No,,,Other
WorkflowStageInstance,stage,WorkflowStage,No,,,Other
WorkflowStageInstance,workflowInstance,WorkflowInstance,No,,,Other
WorkflowAssignment,id,String,No,cuid(,,Other
WorkflowAssignment,stageInstanceId,String,No,,,Other
WorkflowAssignment,assignedToId,String,No,,,Other
WorkflowAssignment,assignedToRole,String,Yes,,,Other
WorkflowAssignment,assignmentType,AssignmentType,No,REQUIRED,,Other
WorkflowAssignment,delegatedFromId,String,Yes,,,Other
WorkflowAssignment,delegationReason,String,Yes,,,Other
WorkflowAssignment,delegationExpiry,DateTime,Yes,,,Other
WorkflowAssignment,action,ApprovalAction,Yes,,,Other
WorkflowAssignment,actionTakenAt,DateTime,Yes,,,Other
WorkflowAssignment,comments,String,Yes,,,Other
WorkflowAssignment,signatureId,String,Yes,,,Other
WorkflowAssignment,signatureType,String,Yes,,,Other
WorkflowAssignment,assignedAt,DateTime,No,now(,,Other
WorkflowAssignment,dueDate,DateTime,Yes,,,Other
WorkflowAssignment,escalationLevel,Int,No,auto,,Other
WorkflowAssignment,escalatedAt,DateTime,Yes,,,Other
WorkflowAssignment,escalatedToId,String,Yes,,,Other
WorkflowAssignment,stageInstance,WorkflowStageInstance,No,,,Other
WorkflowHistory,id,String,No,cuid(,,Other
WorkflowHistory,workflowInstanceId,String,No,,,Other
WorkflowHistory,eventType,WorkflowEventType,No,,,Other
WorkflowHistory,eventDescription,String,No,,,Other
WorkflowHistory,stageNumber,Int,Yes,,,Other
WorkflowHistory,fromStatus,String,Yes,,,Other
WorkflowHistory,toStatus,String,Yes,,,Other
WorkflowHistory,performedById,String,No,,,Other
WorkflowHistory,performedByName,String,No,,,Other
WorkflowHistory,performedByRole,String,Yes,,,Other
WorkflowHistory,details,Json,Yes,,,Other
WorkflowHistory,occurredAt,DateTime,No,now(,,Other
WorkflowHistory,workflowInstance,WorkflowInstance,No,,,Other
WorkflowDelegation,id,String,No,cuid(,,Other
WorkflowDelegation,delegatorId,String,No,,,Other
WorkflowDelegation,delegateeId,String,No,,,Other
WorkflowDelegation,workflowType,WorkflowType,Yes,,,Other
WorkflowDelegation,specificWorkflowId,String,Yes,,,Other
WorkflowDelegation,startDate,DateTime,No,,,Other
WorkflowDelegation,endDate,DateTime,Yes,,,Other
WorkflowDelegation,reason,String,No,,,Other
WorkflowDelegation,isActive,Boolean,No,true,,Other
WorkflowDelegation,createdAt,DateTime,No,now(,,Other
WorkflowTemplate,id,String,No,cuid(,,Other
WorkflowTemplate,name,String,No,,,Other
WorkflowTemplate,description,String,Yes,,,Other
WorkflowTemplate,workflowType,WorkflowType,No,,,Other
WorkflowTemplate,category,String,No,STANDARD,,Other
WorkflowTemplate,templateDefinition,Json,No,,,Other
WorkflowTemplate,usageCount,Int,No,auto,,Other
WorkflowTemplate,lastUsedAt,DateTime,Yes,,,Other
WorkflowTemplate,isActive,Boolean,No,true,,Other
WorkflowTemplate,isBuiltIn,Boolean,No,auto,,Other
WorkflowTemplate,createdAt,DateTime,No,now(,,Other
WorkflowTemplate,updatedAt,DateTime,No,,,Other
WorkflowTemplate,createdById,String,No,,,Other
WorkflowTask,id,String,No,cuid(,,Other
WorkflowTask,assignmentId,String,No,,,Other
WorkflowTask,assignedToId,String,No,,,Other
WorkflowTask,workflowInstanceId,String,No,,,Other
WorkflowTask,stageNumber,Int,No,,,Other
WorkflowTask,entityType,String,No,,,Other
WorkflowTask,entityId,String,No,,,Other
WorkflowTask,taskTitle,String,No,,,Other
WorkflowTask,taskDescription,String,Yes,,,Other
WorkflowTask,priority,Priority,No,NORMAL,,Other
WorkflowTask,status,TaskStatus,No,PENDING,,Other
WorkflowTask,createdAt,DateTime,No,now(,,Other
WorkflowTask,dueDate,DateTime,Yes,,,Other
WorkflowTask,lastReminderSent,DateTime,Yes,,,Other
WorkflowTask,reminderCount,Int,No,auto,,Other
WorkflowMetrics,id,String,No,cuid(,,Other
WorkflowMetrics,periodStart,DateTime,No,,,Other
WorkflowMetrics,periodEnd,DateTime,No,,,Other
WorkflowMetrics,workflowId,String,Yes,,,Other
WorkflowMetrics,stageId,String,Yes,,,Other
WorkflowMetrics,workflowType,WorkflowType,Yes,,,Other
WorkflowMetrics,userId,String,Yes,,,Other
WorkflowMetrics,roleId,String,Yes,,,Other
WorkflowMetrics,totalAssignments,Int,No,auto,,Other
WorkflowMetrics,completedOnTime,Int,No,auto,,Other
WorkflowMetrics,completedLate,Int,No,auto,,Other
WorkflowMetrics,avgCompletionHours,Float,Yes,,,Other
WorkflowMetrics,escalationCount,Int,No,auto,,Other
WorkflowMetrics,rejectionCount,Int,No,auto,,Other
WorkflowMetrics,onTimePercentage,Float,Yes,,,Other
WorkflowMetrics,avgResponseHours,Float,Yes,,,Other
WorkflowMetrics,updatedAt,DateTime,No,,,Other
WorkflowParallelCoordination,id,String,No,cuid(,,Other
WorkflowParallelCoordination,stageInstanceId,String,No,,,Other
WorkflowParallelCoordination,groupId,String,No,,,Other
WorkflowParallelCoordination,groupName,String,Yes,,,Other
WorkflowParallelCoordination,groupType,String,No,,,Other
WorkflowParallelCoordination,completionType,String,No,,,Other
WorkflowParallelCoordination,thresholdValue,Int,Yes,,,Other
WorkflowParallelCoordination,totalAssignments,Int,No,auto,,Other
WorkflowParallelCoordination,completedAssignments,Int,No,auto,,Other
WorkflowParallelCoordination,approvedAssignments,Int,No,auto,,Other
WorkflowParallelCoordination,rejectedAssignments,Int,No,auto,,Other
WorkflowParallelCoordination,groupStatus,String,No,PENDING,,Other
WorkflowParallelCoordination,groupDecision,String,Yes,,,Other
WorkflowParallelCoordination,completedAt,DateTime,Yes,,,Other
WorkflowParallelCoordination,metadata,Json,Yes,,,Other
WorkflowParallelCoordination,createdAt,DateTime,No,now(,,Other
WorkflowParallelCoordination,updatedAt,DateTime,No,,,Other
WorkflowParallelCoordination,stageInstance,WorkflowStageInstance,No,,,Other
EngineeringChangeOrder,id,String,No,cuid(,,Other
EngineeringChangeOrder,ecoNumber,String,No,,,Other
EngineeringChangeOrder,title,String,No,,,Other
EngineeringChangeOrder,description,String,No,,,Other
EngineeringChangeOrder,ecoType,ECOType,No,,,Other
EngineeringChangeOrder,priority,ECOPriority,No,,,Other
EngineeringChangeOrder,status,ECOStatus,No,REQUESTED,,Other
EngineeringChangeOrder,currentState,String,No,,,Other
EngineeringChangeOrder,proposedChange,String,No,,,Other
EngineeringChangeOrder,reasonForChange,String,No,,,Other
EngineeringChangeOrder,benefitsExpected,String,Yes,,,Other
EngineeringChangeOrder,risksIfNotImplemented,String,Yes,,,Other
EngineeringChangeOrder,requestorId,String,No,,,Other
EngineeringChangeOrder,requestorName,String,No,,,Other
EngineeringChangeOrder,requestorDept,String,Yes,,,Other
EngineeringChangeOrder,requestDate,DateTime,No,now(,,Other
EngineeringChangeOrder,sponsorId,String,Yes,,,Other
EngineeringChangeOrder,sponsorName,String,Yes,,,Other
EngineeringChangeOrder,impactAnalysis,Json,Yes,,,Other
EngineeringChangeOrder,affectedParts,String[],No,,,Other
EngineeringChangeOrder,affectedOperations,String[],No,,,Other
EngineeringChangeOrder,estimatedCost,Float,Yes,,,Other
EngineeringChangeOrder,actualCost,Float,Yes,,,Other
EngineeringChangeOrder,estimatedSavings,Float,Yes,,,Other
EngineeringChangeOrder,actualSavings,Float,Yes,,,Other
EngineeringChangeOrder,costCurrency,String,No,USD,,Other
EngineeringChangeOrder,requestedEffectiveDate,DateTime,Yes,,,Other
EngineeringChangeOrder,plannedEffectiveDate,DateTime,Yes,,,Other
EngineeringChangeOrder,actualEffectiveDate,DateTime,Yes,,,Other
EngineeringChangeOrder,effectivityType,EffectivityType,Yes,,,Other
EngineeringChangeOrder,effectivityValue,String,Yes,,,Other
EngineeringChangeOrder,isInterchangeable,Boolean,No,auto,,Other
EngineeringChangeOrder,crbReviewDate,DateTime,Yes,,,Other
EngineeringChangeOrder,crbDecision,CRBDecision,Yes,,,Other
EngineeringChangeOrder,crbNotes,String,Yes,,,Other
EngineeringChangeOrder,completedDate,DateTime,Yes,,,Other
EngineeringChangeOrder,verifiedDate,DateTime,Yes,,,Other
EngineeringChangeOrder,closedDate,DateTime,Yes,,,Other
EngineeringChangeOrder,closedById,String,Yes,,,Other
EngineeringChangeOrder,isActive,Boolean,No,true,,Other
EngineeringChangeOrder,createdAt,DateTime,No,now(,,Other
EngineeringChangeOrder,updatedAt,DateTime,No,,,Other
EngineeringChangeOrder,affectedDocuments,ECOAffectedDocument[],No,,,Other
EngineeringChangeOrder,attachments,ECOAttachment[],No,,,Other
EngineeringChangeOrder,crbReviews,ECOCRBReview[],No,,,Other
EngineeringChangeOrder,history,ECOHistory[],No,,,Other
EngineeringChangeOrder,relatedECOs,ECORelation[],No,,,Other
EngineeringChangeOrder,parentRelations,ECORelation[],No,,,Other
EngineeringChangeOrder,tasks,ECOTask[],No,,,Other
ECOAffectedDocument,id,String,No,cuid(,,Document Management
ECOAffectedDocument,ecoId,String,No,,,Document Management
ECOAffectedDocument,documentType,String,No,,,Document Management
ECOAffectedDocument,documentId,String,No,,,Document Management
ECOAffectedDocument,documentTitle,String,No,,,Document Management
ECOAffectedDocument,currentVersion,String,Yes,,,Document Management
ECOAffectedDocument,targetVersion,String,Yes,,,Document Management
ECOAffectedDocument,status,DocUpdateStatus,No,PENDING,,Document Management
ECOAffectedDocument,assignedToId,String,Yes,,,Document Management
ECOAffectedDocument,assignedToName,String,Yes,,,Document Management
ECOAffectedDocument,updateStartedAt,DateTime,Yes,,,Document Management
ECOAffectedDocument,updateCompletedAt,DateTime,Yes,,,Document Management
ECOAffectedDocument,approvedAt,DateTime,Yes,,,Document Management
ECOAffectedDocument,createdAt,DateTime,No,now(,,Document Management
ECOAffectedDocument,updatedAt,DateTime,No,,,Document Management
ECOAffectedDocument,eco,EngineeringChangeOrder,No,,,Document Management
ECOTask,id,String,No,cuid(,,Other
ECOTask,ecoId,String,No,,,Other
ECOTask,taskName,String,No,,,Other
ECOTask,description,String,Yes,,,Other
ECOTask,taskType,ECOTaskType,No,,,Other
ECOTask,assignedToId,String,Yes,,,Other
ECOTask,assignedToName,String,Yes,,,Other
ECOTask,assignedToDept,String,Yes,,,Other
ECOTask,status,ECOTaskStatus,No,PENDING,,Other
ECOTask,dueDate,DateTime,Yes,,,Other
ECOTask,startedAt,DateTime,Yes,,,Other
ECOTask,completedAt,DateTime,Yes,,,Other
ECOTask,prerequisiteTasks,String[],No,,,Other
ECOTask,completionNotes,String,Yes,,,Other
ECOTask,verifiedById,String,Yes,,,Other
ECOTask,verifiedAt,DateTime,Yes,,,Other
ECOTask,createdAt,DateTime,No,now(,,Other
ECOTask,updatedAt,DateTime,No,,,Other
ECOTask,eco,EngineeringChangeOrder,No,,,Other
ECOAttachment,id,String,No,cuid(,,Other
ECOAttachment,ecoId,String,No,,,Other
ECOAttachment,fileName,String,No,,,Other
ECOAttachment,fileUrl,String,No,,,Other
ECOAttachment,fileSize,Int,No,,,Other
ECOAttachment,mimeType,String,No,,,Other
ECOAttachment,attachmentType,AttachmentType,No,,,Other
ECOAttachment,description,String,Yes,,,Other
ECOAttachment,uploadedById,String,No,,,Other
ECOAttachment,uploadedByName,String,No,,,Other
ECOAttachment,uploadedAt,DateTime,No,now(,,Other
ECOAttachment,eco,EngineeringChangeOrder,No,,,Other
ECOHistory,id,String,No,cuid(,,Other
ECOHistory,ecoId,String,No,,,Other
ECOHistory,eventType,ECOEventType,No,,,Other
ECOHistory,eventDescription,String,No,,,Other
ECOHistory,fromStatus,ECOStatus,Yes,,,Other
ECOHistory,toStatus,ECOStatus,Yes,,,Other
ECOHistory,details,Json,Yes,,,Other
ECOHistory,performedById,String,No,,,Other
ECOHistory,performedByName,String,No,,,Other
ECOHistory,performedByRole,String,Yes,,,Other
ECOHistory,occurredAt,DateTime,No,now(,,Other
ECOHistory,eco,EngineeringChangeOrder,No,,,Other
ECOCRBReview,id,String,No,cuid(,,Other
ECOCRBReview,ecoId,String,No,,,Other
ECOCRBReview,meetingDate,DateTime,No,,,Other
ECOCRBReview,meetingAgenda,String,Yes,,,Other
ECOCRBReview,members,Json,No,,,Other
ECOCRBReview,discussionNotes,String,Yes,,,Other
ECOCRBReview,questionsConcerns,String,Yes,,,Other
ECOCRBReview,decision,CRBDecision,No,,,Other
ECOCRBReview,decisionRationale,String,Yes,,,Other
ECOCRBReview,votesFor,Int,Yes,,,Other
ECOCRBReview,votesAgainst,Int,Yes,,,Other
ECOCRBReview,votesAbstain,Int,Yes,,,Other
ECOCRBReview,conditions,String,Yes,,,Other
ECOCRBReview,actionItems,Json,Yes,,,Other
ECOCRBReview,nextReviewDate,DateTime,Yes,,,Other
ECOCRBReview,createdById,String,No,,,Other
ECOCRBReview,createdAt,DateTime,No,now(,,Other
ECOCRBReview,eco,EngineeringChangeOrder,No,,,Other
ECORelation,id,String,No,cuid(,,Other
ECORelation,parentEcoId,String,No,,,Other
ECORelation,relatedEcoId,String,No,,,Other
ECORelation,relationType,ECORelationType,No,,,Other
ECORelation,description,String,Yes,,,Other
ECORelation,createdAt,DateTime,No,now(,,Other
ECORelation,parentEco,EngineeringChangeOrder,No,,,Other
ECORelation,relatedEco,EngineeringChangeOrder,No,,,Other
CRBConfiguration,id,String,No,cuid(,,Other
CRBConfiguration,boardMembers,Json,No,,,Other
CRBConfiguration,meetingFrequency,String,Yes,,,Other
CRBConfiguration,meetingDay,String,Yes,,,Other
CRBConfiguration,meetingTime,String,Yes,,,Other
CRBConfiguration,votingRule,VotingRule,No,MAJORITY,,Other
CRBConfiguration,quorumRequired,Int,Yes,,,Other
CRBConfiguration,preReviewDays,Int,No,3,,Other
CRBConfiguration,isActive,Boolean,No,true,,Other
CRBConfiguration,createdAt,DateTime,No,now(,,Other
CRBConfiguration,updatedAt,DateTime,No,,,Other
DocumentComment,id,String,No,cuid(,,Document Management
DocumentComment,documentType,String,No,,,Document Management
DocumentComment,documentId,String,No,,,Document Management
DocumentComment,contextType,CommentContextType,Yes,,,Document Management
DocumentComment,contextId,String,Yes,,,Document Management
DocumentComment,contextPath,String,Yes,,,Document Management
DocumentComment,commentText,String,No,,,Document Management
DocumentComment,attachments,String[],No,,,Document Management
DocumentComment,parentCommentId,String,Yes,,,Document Management
DocumentComment,status,CommentStatus,No,OPEN,,Document Management
DocumentComment,priority,CommentPriority,No,MEDIUM,,Document Management
DocumentComment,tags,String[],No,,,Document Management
DocumentComment,isPinned,Boolean,No,auto,,Document Management
DocumentComment,isResolved,Boolean,No,auto,,Document Management
DocumentComment,resolvedAt,DateTime,Yes,,,Document Management
DocumentComment,resolvedById,String,Yes,,,Document Management
DocumentComment,authorId,String,No,,,Document Management
DocumentComment,authorName,String,No,,,Document Management
DocumentComment,mentionedUserIds,String[],No,,,Document Management
DocumentComment,createdAt,DateTime,No,now(,,Document Management
DocumentComment,updatedAt,DateTime,No,,,Document Management
DocumentComment,editedAt,DateTime,Yes,,,Document Management
DocumentComment,reactions,CommentReaction[],No,,,Document Management
DocumentComment,parentComment,DocumentComment,Yes,,,Document Management
DocumentComment,replies,DocumentComment[],No,,,Document Management
CommentReaction,id,String,No,cuid(,,Other
CommentReaction,commentId,String,No,,,Other
CommentReaction,userId,String,No,,,Other
CommentReaction,userName,String,No,,,Other
CommentReaction,reactionType,ReactionType,No,,,Other
CommentReaction,createdAt,DateTime,No,now(,,Other
CommentReaction,comment,DocumentComment,No,,,Other
DocumentAnnotation,id,String,No,cuid(,,Document Management
DocumentAnnotation,documentType,String,No,,,Document Management
DocumentAnnotation,documentId,String,No,,,Document Management
DocumentAnnotation,mediaType,String,Yes,,,Document Management
DocumentAnnotation,mediaUrl,String,Yes,,,Document Management
DocumentAnnotation,annotationType,AnnotationType,No,,,Document Management
DocumentAnnotation,annotationData,Json,No,,,Document Management
DocumentAnnotation,text,String,Yes,,,Document Management
DocumentAnnotation,color,String,Yes,,,Document Management
DocumentAnnotation,strokeWidth,Int,Yes,,,Document Management
DocumentAnnotation,opacity,Float,Yes,,,Document Management
DocumentAnnotation,fontSize,Int,Yes,,,Document Management
DocumentAnnotation,timestamp,Float,Yes,,,Document Management
DocumentAnnotation,authorId,String,No,,,Document Management
DocumentAnnotation,authorName,String,No,,,Document Management
DocumentAnnotation,isResolved,Boolean,No,auto,,Document Management
DocumentAnnotation,createdAt,DateTime,No,now(,,Document Management
DocumentAnnotation,updatedAt,DateTime,No,,,Document Management
ReviewAssignment,id,String,No,cuid(,,Other
ReviewAssignment,documentType,String,No,,,Other
ReviewAssignment,documentId,String,No,,,Other
ReviewAssignment,documentVersion,String,No,,,Other
ReviewAssignment,reviewerId,String,No,,,Other
ReviewAssignment,reviewerName,String,No,,,Other
ReviewAssignment,assignedById,String,No,,,Other
ReviewAssignment,assignedByName,String,No,,,Other
ReviewAssignment,assignedAt,DateTime,No,now(,,Other
ReviewAssignment,reviewType,ReviewType,No,,,Other
ReviewAssignment,instructions,String,Yes,,,Other
ReviewAssignment,focusAreas,String[],No,,,Other
ReviewAssignment,isRequired,Boolean,No,true,,Other
ReviewAssignment,deadline,DateTime,Yes,,,Other
ReviewAssignment,checklistItems,Json,Yes,,,Other
ReviewAssignment,status,ReviewStatus,No,NOT_STARTED,,Other
ReviewAssignment,startedAt,DateTime,Yes,,,Other
ReviewAssignment,completedAt,DateTime,Yes,,,Other
ReviewAssignment,recommendation,ReviewRecommendation,Yes,,,Other
ReviewAssignment,summary,String,Yes,,,Other
ReviewAssignment,timeSpent,Int,Yes,,,Other
ReviewAssignment,signatureId,String,Yes,,,Other
ReviewAssignment,signedOffAt,DateTime,Yes,,,Other
DocumentActivity,id,String,No,cuid(,,Document Management
DocumentActivity,documentType,String,No,,,Document Management
DocumentActivity,documentId,String,No,,,Document Management
DocumentActivity,activityType,ActivityType,No,,,Document Management
DocumentActivity,description,String,No,,,Document Management
DocumentActivity,changesSummary,Json,Yes,,,Document Management
DocumentActivity,performedById,String,No,,,Document Management
DocumentActivity,performedByName,String,No,,,Document Management
DocumentActivity,performedByRole,String,Yes,,,Document Management
DocumentActivity,metadata,Json,Yes,,,Document Management
DocumentActivity,occurredAt,DateTime,No,now(,,Document Management
DocumentSubscription,id,String,No,cuid(,,Document Management
DocumentSubscription,userId,String,No,,,Document Management
DocumentSubscription,documentType,String,No,,,Document Management
DocumentSubscription,documentId,String,No,,,Document Management
DocumentSubscription,notifyOnEdit,Boolean,No,true,,Document Management
DocumentSubscription,notifyOnComment,Boolean,No,true,,Document Management
DocumentSubscription,notifyOnApproval,Boolean,No,true,,Document Management
DocumentSubscription,notifyOnVersion,Boolean,No,true,,Document Management
DocumentSubscription,subscribedAt,DateTime,No,now(,,Document Management
UserNotification,id,String,No,cuid(,,Personnel Management
UserNotification,userId,String,No,,,Personnel Management
UserNotification,notificationType,NotificationType,No,,,Personnel Management
UserNotification,title,String,No,,,Personnel Management
UserNotification,message,String,No,,,Personnel Management
UserNotification,entityType,String,Yes,,,Personnel Management
UserNotification,entityId,String,Yes,,,Personnel Management
UserNotification,actionUrl,String,Yes,,,Personnel Management
UserNotification,isRead,Boolean,No,auto,,Personnel Management
UserNotification,readAt,DateTime,Yes,,,Personnel Management
UserNotification,createdAt,DateTime,No,now(,,Personnel Management
UserNotification,expiresAt,DateTime,Yes,,,Personnel Management
DocumentEditSession,id,String,No,cuid(,,Document Management
DocumentEditSession,documentType,String,No,,,Document Management
DocumentEditSession,documentId,String,No,,,Document Management
DocumentEditSession,userId,String,No,,,Document Management
DocumentEditSession,userName,String,No,,,Document Management
DocumentEditSession,sessionId,String,No,,,Document Management
DocumentEditSession,startedAt,DateTime,No,now(,,Document Management
DocumentEditSession,lastActivityAt,DateTime,No,now(,,Document Management
DocumentEditSession,endedAt,DateTime,Yes,,,Document Management
DocumentEditSession,cursorPosition,Json,Yes,,,Document Management
DocumentEditSession,lockedSections,String[],No,,,Document Management
DocumentEditSession,isActive,Boolean,No,true,,Document Management
ConflictResolution,id,String,No,cuid(,,Other
ConflictResolution,documentType,String,No,,,Other
ConflictResolution,documentId,String,No,,,Other
ConflictResolution,conflictPath,String,No,,,Other
ConflictResolution,baseVersion,String,No,,,Other
ConflictResolution,yourVersion,Json,No,,,Other
ConflictResolution,theirVersion,Json,No,,,Other
ConflictResolution,theirUserId,String,No,,,Other
ConflictResolution,resolution,ResolutionType,No,,,Other
ConflictResolution,mergedVersion,Json,No,,,Other
ConflictResolution,resolvedById,String,No,,,Other
ConflictResolution,resolvedByName,String,No,,,Other
ConflictResolution,resolvedAt,DateTime,No,now(,,Other
StoredFile,id,String,No,uuid(,,Other
StoredFile,storagePath,String,No,,,Other
StoredFile,storageProvider,String,No,,,Other
StoredFile,bucket,String,No,,,Other
StoredFile,fileName,String,No,,,Other
StoredFile,originalFileName,String,No,,,Other
StoredFile,fileSize,Int,No,,,Other
StoredFile,mimeType,String,No,,,Other
StoredFile,fileHash,String,No,,,Other
StoredFile,versionId,String,Yes,,,Other
StoredFile,isLatestVersion,Boolean,No,true,,Other
StoredFile,versionNumber,Int,No,1,,Other
StoredFile,storageClass,StorageClass,No,HOT,,Other
StoredFile,transitionedAt,DateTime,Yes,,,Other
StoredFile,metadata,Json,Yes,,,Other
StoredFile,tags,String[],No,,,Other
StoredFile,cdnUrl,String,Yes,,,Other
StoredFile,cacheStatus,CacheStatus,Yes,,,Other
StoredFile,lastCacheUpdate,DateTime,Yes,,,Other
StoredFile,accessCount,Int,No,auto,,Other
StoredFile,lastAccessedAt,DateTime,Yes,,,Other
StoredFile,downloadCount,Int,No,auto,,Other
StoredFile,documentType,String,Yes,,,Other
StoredFile,documentId,String,Yes,,,Other
StoredFile,attachmentType,FileAttachmentType,Yes,,,Other
StoredFile,deduplicationRefs,Int,No,1,,Other
StoredFile,originalFileId,String,Yes,,,Other
StoredFile,retentionPolicy,String,Yes,,,Other
StoredFile,expiresAt,DateTime,Yes,,,Other
StoredFile,autoDeleteAt,DateTime,Yes,,,Other
StoredFile,isEncrypted,Boolean,No,auto,,Other
StoredFile,encryptionKeyId,String,Yes,,,Other
StoredFile,encryptionAlgorithm,String,Yes,,,Other
StoredFile,uploadedById,String,No,,,Other
StoredFile,uploadedByName,String,No,,,Other
StoredFile,uploadedAt,DateTime,No,now(,,Other
StoredFile,uploadMethod,UploadMethod,No,DIRECT,,Other
StoredFile,uploadSessionId,String,Yes,,,Other
StoredFile,processingStatus,ProcessingStatus,No,COMPLETED,,Other
StoredFile,processingError,String,Yes,,,Other
StoredFile,thumbnailGenerated,Boolean,No,auto,,Other
StoredFile,thumbnailPath,String,Yes,,,Other
StoredFile,backupEntries,BackupEntry[],No,,,Other
StoredFile,accessLogs,FileAccessLog[],No,,,Other
StoredFile,versions,FileVersion[],No,,,Other
StoredFile,originalFile,StoredFile,Yes,,,Other
StoredFile,duplicateFiles,StoredFile[],No,,,Other
FileVersion,id,String,No,uuid(,,Other
FileVersion,fileId,String,No,,,Other
FileVersion,versionNumber,Int,No,,,Other
FileVersion,versionId,String,No,,,Other
FileVersion,storagePath,String,No,,,Other
FileVersion,fileSize,Int,No,,,Other
FileVersion,fileHash,String,No,,,Other
FileVersion,mimeType,String,No,,,Other
FileVersion,changeDescription,String,Yes,,,Other
FileVersion,changeType,VersionChangeType,No,UPDATE,,Other
FileVersion,storageClass,StorageClass,No,HOT,,Other
FileVersion,metadata,Json,Yes,,,Other
FileVersion,createdAt,DateTime,No,now(,,Other
FileVersion,createdById,String,No,,,Other
FileVersion,createdByName,String,No,,,Other
FileVersion,retentionPolicy,String,Yes,,,Other
FileVersion,expiresAt,DateTime,Yes,,,Other
FileVersion,file,StoredFile,No,,,Other
BackupSchedule,id,String,No,uuid(,,Other
BackupSchedule,name,String,No,,,Other
BackupSchedule,description,String,Yes,,,Other
BackupSchedule,bucketName,String,No,,,Other
BackupSchedule,backupBucket,String,Yes,,,Other
BackupSchedule,includePattern,String,Yes,,,Other
BackupSchedule,excludePattern,String,Yes,,,Other
BackupSchedule,frequency,BackupFrequency,No,,,Other
BackupSchedule,cronExpression,String,Yes,,,Other
