Table Name,Field Name,Data Type,Category,Priority,Description,Business Purpose,Example Values,Constraints,Business Rules,Compliance Notes,Related Fields
ECOHistory,performedByName,String,Other,low,"Performed by name information","Supports other operations by tracking performed by name for ECOHistory entities",""Example performed by name"; "Sample performed by name"; "Test performed by name"","NOT NULL; UNIQUE","","",""
ECOHistory,performedByRole,String,Other,low,"Performed by role information","Supports other operations by tracking performed by role for ECOHistory entities",""Example performed by role"; "Sample performed by role"; "Test performed by role"","NOT NULL; UNIQUE","","",""
ECOHistory,occurredAt,DateTime,Temporal,low,"Date and time for occurred at","Supports other operations by tracking occurred at for ECOHistory entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
TimeEntryApproval,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
TimeEntryApproval,timeEntryEditId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
TimeEntryApproval,approverUserId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
TimeEntryApproval,status,ApprovalStatus,Status,high,"Current operational status of the entity","Tracks entity state for workflow management and business process control",""ACTIVE"; "INACTIVE"; "PENDING"; "COMPLETED"; "CANCELLED"","NOT NULL; Must be valid enum value; Default: ACTIVE; NOT NULL","","","statusChangedAt; statusChangedBy"
TimeEntryApproval,timeEntryEdit,TimeEntryEdit,Other,high,"Reference to TimeEntryEdit entity","Establishes relationship with TimeEntryEdit for other operations",""timeentryedit-001"; "timeentryedit-123"","NOT NULL","","",""
TimeEntryApproval,approver,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","NOT NULL","","",""
TimeEntryApproval,dueDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
TimeEntryApproval,approvalNotes,String,Other,low,"Approval notes information","Supports other operations by tracking approval notes for TimeEntryApproval entities",""Example approval notes"; "Sample approval notes"; "Test approval notes"","NOT NULL; UNIQUE","","",""
TimeEntryApproval,requestedChanges,String,Other,low,"Requested changes information","Supports other operations by tracking requested changes for TimeEntryApproval entities",""Example requested changes"; "Sample requested changes"; "Test requested changes"","NOT NULL; UNIQUE","","",""
TimeEntryApproval,approvedAt,DateTime,Temporal,low,"Date and time for approved at","Supports other operations by tracking approved at for TimeEntryApproval entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
TimeEntryApproval,notificationSent,Boolean,Status,low,"Boolean flag indicating notification sent status","Supports other operations by tracking notification sent for TimeEntryApproval entities","true; false","NOT NULL","","",""
TimeEntryApproval,escalationLevel,Int,Other,low,"Numeric value for escalation level","Supports other operations by tracking escalation level for TimeEntryApproval entities","1; 10; 100","NOT NULL","","",""
AutoStopConfiguration,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
AutoStopConfiguration,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
AutoStopConfiguration,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
AutoStopConfiguration,siteId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
AutoStopConfiguration,autoStopBehavior,AutoStopBehavior,Other,high,"Reference to AutoStopBehavior entity","Establishes relationship with AutoStopBehavior for other operations",""autostopbehavior-001"; "autostopbehavior-123"","NOT NULL","","",""
AutoStopConfiguration,site,Site,Other,high,"Reference to Site entity","Establishes relationship with Site for other operations",""site-001"; "site-123"","NOT NULL","","",""
AutoStopConfiguration,autoStopOnClockOut,Boolean,Status,low,"Boolean flag indicating auto stop on clock out status","Supports other operations by tracking auto stop on clock out for AutoStopConfiguration entities","true; false","NOT NULL","","",""
AutoStopConfiguration,gracePeriodMinutes,Int,Other,low,"Numeric value for grace period minutes","Supports other operations by tracking grace period minutes for AutoStopConfiguration entities","1; 10; 100","NOT NULL","","",""
AutoStopConfiguration,autoStopOnShiftEnd,Boolean,Status,low,"Boolean flag indicating auto stop on shift end status","Supports other operations by tracking auto stop on shift end for AutoStopConfiguration entities","true; false","NOT NULL","","",""
AutoStopConfiguration,autoStopOnBreakStart,Boolean,Status,low,"Boolean flag indicating auto stop on break start status","Supports other operations by tracking auto stop on break start for AutoStopConfiguration entities","true; false","NOT NULL","","",""
AutoStopConfiguration,warningMinutesBefore,Int,Other,low,"Numeric value for warning minutes before","Supports other operations by tracking warning minutes before for AutoStopConfiguration entities","1; 10; 100","NOT NULL","","",""
AutoStopConfiguration,enableExternalSignals,Boolean,Status,low,"Boolean flag indicating enable external signals status","Supports other operations by tracking enable external signals for AutoStopConfiguration entities","true; false","NOT NULL","","",""
SaviyntWebhookEvent,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
SaviyntWebhookEvent,entityType,SaviyntEntityType,Other,high,"Reference to SaviyntEntityType entity","Establishes relationship with SaviyntEntityType for audit & compliance operations",""saviyntentitytype-001"; "saviyntentitytype-123"","NOT NULL","","",""
SaviyntWebhookEvent,entityId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SaviyntWebhookEvent,processingStatus,SaviyntSyncStatus,Other,high,"Reference to SaviyntSyncStatus entity","Establishes relationship with SaviyntSyncStatus for audit & compliance operations",""saviyntsyncstatus-001"; "saviyntsyncstatus-123"","NOT NULL","","",""
SaviyntWebhookEvent,mesEntityId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SaviyntWebhookEvent,eventType,String,Other,low,"Event type information","Supports audit & compliance operations by tracking event type for SaviyntWebhookEvent entities",""Example event type"; "Sample event type"; "Test event type"","NOT NULL; UNIQUE","","",""
SaviyntWebhookEvent,eventSubtype,String,Other,low,"Event subtype information","Supports audit & compliance operations by tracking event subtype for SaviyntWebhookEvent entities",""Example event subtype"; "Sample event subtype"; "Test event subtype"","NOT NULL; UNIQUE","","",""
SaviyntWebhookEvent,eventPayload,Json,Other,low,"Event payload information","Supports audit & compliance operations by tracking event payload for SaviyntWebhookEvent entities",""Example event payload"; "Sample event payload"; "Test event payload"","NOT NULL","","",""
SaviyntWebhookEvent,processedAt,DateTime,Temporal,low,"Date and time for processed at","Supports audit & compliance operations by tracking processed at for SaviyntWebhookEvent entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
SaviyntWebhookEvent,errorMessage,String,Other,low,"Error message information","Supports audit & compliance operations by tracking error message for SaviyntWebhookEvent entities",""Example error message"; "Sample error message"; "Test error message"","NOT NULL; UNIQUE","","",""
SaviyntWebhookEvent,retryCount,Int,Other,low,"Numeric value for retry count","Supports audit & compliance operations by tracking retry count for SaviyntWebhookEvent entities","1; 10; 100","NOT NULL","","",""
SaviyntWebhookEvent,receivedAt,DateTime,Temporal,low,"Date and time for received at","Supports audit & compliance operations by tracking received at for SaviyntWebhookEvent entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
SamlSession,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
SamlSession,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
SamlSession,userId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SamlSession,nameId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SamlSession,assertionId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SamlSession,configId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SamlSession,user,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","NOT NULL","","",""
SamlSession,sessionIndex,String,Other,low,"Session index information","Supports other operations by tracking session index for SamlSession entities",""Example session index"; "Sample session index"; "Test session index"","NOT NULL; UNIQUE","","",""
SamlSession,nameIdFormat,String,Other,low,"Name id format information","Supports other operations by tracking name id format for SamlSession entities",""Example name id format"; "Sample name id format"; "Test name id format"","NOT NULL; UNIQUE; NOT NULL for audit fields","","",""
SamlSession,attributes,Json,Other,low,"Attributes information","Supports other operations by tracking attributes for SamlSession entities",""Example attributes"; "Sample attributes"; "Test attributes"","","","",""
SamlSession,expiresAt,DateTime,Temporal,low,"Date and time for expires at","Supports other operations by tracking expires at for SamlSession entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
SamlSession,config,SamlConfig,Configuration,low,"Configuration parameter or setting","System configuration for customizing behavior and business rules",""true"; "false"; "30"; "AUTO"; "MANUAL"","Type varies by parameter; Must be valid for parameter type; NOT NULL","","",""
AuditLog,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
AuditLog,recordId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
AuditLog,userId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
AuditLog,user,User,Other,high,"Reference to User entity","Establishes relationship with User for audit & compliance operations",""user-001"; "user-123"","","","",""
AuditLog,tableName,String,Other,low,"Table name information","Supports audit & compliance operations by tracking table name for AuditLog entities",""Example table name"; "Sample table name"; "Test table name"","NOT NULL; UNIQUE","","",""
AuditLog,action,String,Other,low,"Action information","Supports audit & compliance operations by tracking action for AuditLog entities",""Example action"; "Sample action"; "Test action"","NOT NULL; UNIQUE","","",""
AuditLog,oldValues,Json,Other,low,"Old values information","Supports audit & compliance operations by tracking old values for AuditLog entities",""Example old values"; "Sample old values"; "Test old values"","","","",""
AuditLog,newValues,Json,Other,low,"New values information","Supports audit & compliance operations by tracking new values for AuditLog entities",""Example new values"; "Sample new values"; "Test new values"","","","",""
AuditLog,ipAddress,String,Other,low,"Ip address information","Supports audit & compliance operations by tracking ip address for AuditLog entities",""Example ip address"; "Sample ip address"; "Test ip address"","NOT NULL; UNIQUE","","GDPR: Personal Identifiable Information (PII) - requires privacy protection",""
AuditLog,userAgent,String,Other,low,"User agent information","Supports audit & compliance operations by tracking user agent for AuditLog entities",""Example user agent"; "Sample user agent"; "Test user agent"","NOT NULL; UNIQUE","","",""
AuditLog,timestamp,DateTime,Temporal,low,"Date and time for timestamp","Supports audit & compliance operations by tracking timestamp for AuditLog entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
SetupStep,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
SetupStep,setupSheetId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SetupStep,setupSheet,SetupSheet,Other,high,"Reference to SetupSheet entity","Establishes relationship with SetupSheet for other operations",""setupsheet-001"; "setupsheet-123"","NOT NULL","","",""
SetupStep,estimatedDuration,Int,Temporal,medium,"Time duration in minutes or specified unit","Tracks time spans for operations, processes, and scheduling","30; 120; 480","Must be positive integer; Unit: minutes unless specified","","",""
SetupStep,stepNumber,Int,Other,low,"Numeric value for step number","Supports other operations by tracking step number for SetupStep entities","1; 10; 100","NOT NULL","","",""
SetupStep,title,String,Other,low,"Title information","Supports other operations by tracking title for SetupStep entities",""Example title"; "Sample title"; "Test title"","NOT NULL; UNIQUE","","",""
SetupStep,instructions,String,Other,low,"Instructions information","Supports other operations by tracking instructions for SetupStep entities",""Example instructions"; "Sample instructions"; "Test instructions"","NOT NULL; UNIQUE","","",""
SetupStep,imageUrls,String,Other,low,"Image urls information","Supports other operations by tracking image urls for SetupStep entities",""Example image urls"; "Sample image urls"; "Test image urls"","NOT NULL; UNIQUE","","",""
SetupStep,videoUrls,String,Other,low,"Video urls information","Supports other operations by tracking video urls for SetupStep entities",""Example video urls"; "Sample video urls"; "Test video urls"","NOT NULL; UNIQUE","","",""
SetupStep,isCritical,Boolean,Status,low,"Boolean flag indicating is critical status","Supports other operations by tracking is critical for SetupStep entities","true; false","NOT NULL","","",""
SetupStep,requiresVerification,Boolean,Status,low,"Boolean flag indicating requires verification status","Supports other operations by tracking requires verification for SetupStep entities","true; false","NOT NULL","","",""
SOPAcknowledgment,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
SOPAcknowledgment,sopId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SOPAcknowledgment,userId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SOPAcknowledgment,signatureId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
SOPAcknowledgment,sop,StandardOperatingProcedure,Other,high,"Reference to StandardOperatingProcedure entity","Establishes relationship with StandardOperatingProcedure for other operations",""standardoperatingprocedure-001"; "standardoperatingprocedure-123"","NOT NULL","","",""
SOPAcknowledgment,user,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","NOT NULL","","",""
SOPAcknowledgment,userName,String,Other,low,"User name information","Supports other operations by tracking user name for SOPAcknowledgment entities",""Example user name"; "Sample user name"; "Test user name"","NOT NULL; UNIQUE","","",""
SOPAcknowledgment,acknowledgedAt,DateTime,Temporal,low,"Date and time for acknowledged at","Supports other operations by tracking acknowledged at for SOPAcknowledgment entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
SOPAcknowledgment,trainingCompletedAt,DateTime,Temporal,low,"Date and time for training completed at","Supports other operations by tracking training completed at for SOPAcknowledgment entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL for audit fields","","",""
SOPAcknowledgment,assessmentScore,Float,Other,low,"Numeric value for assessment score","Supports other operations by tracking assessment score for SOPAcknowledgment entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
SOPAcknowledgment,assessmentPassed,Boolean,Status,low,"Boolean flag indicating assessment passed status","Supports other operations by tracking assessment passed for SOPAcknowledgment entities","true; false","","","",""
ToolUsageLog,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
ToolUsageLog,toolDrawingId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
ToolUsageLog,usedById,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
ToolUsageLog,workOrderId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
ToolUsageLog,operationId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
ToolUsageLog,toolDrawing,ToolDrawing,Other,high,"Reference to ToolDrawing entity","Establishes relationship with ToolDrawing for equipment management operations",""tooldrawing-001"; "tooldrawing-123"","NOT NULL","","",""
ToolUsageLog,usedBy,User,Other,high,"Reference to User entity","Establishes relationship with User for equipment management operations",""user-001"; "user-123"","NOT NULL","","",""
ToolUsageLog,usageDuration,Int,Temporal,medium,"Time duration in minutes or specified unit","Tracks time spans for operations, processes, and scheduling","30; 120; 480","Must be positive integer; Unit: minutes unless specified","","",""
ToolUsageLog,usedAt,DateTime,Temporal,low,"Date and time for used at","Supports equipment management operations by tracking used at for ToolUsageLog entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
ToolUsageLog,usedByName,String,Other,low,"Used by name information","Supports equipment management operations by tracking used by name for ToolUsageLog entities",""Example used by name"; "Sample used by name"; "Test used by name"","NOT NULL; UNIQUE","","",""
ToolUsageLog,conditionAfterUse,String,Other,low,"Condition after use information","Supports equipment management operations by tracking condition after use for ToolUsageLog entities",""Example condition after use"; "Sample condition after use"; "Test condition after use"","NOT NULL; UNIQUE","","",""
CRBConfiguration,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
CRBConfiguration,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
CRBConfiguration,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
CRBConfiguration,votingRule,VotingRule,Other,high,"Reference to VotingRule entity","Establishes relationship with VotingRule for other operations",""votingrule-001"; "votingrule-123"","NOT NULL","","",""
CRBConfiguration,isActive,Boolean,Status,medium,"Boolean flag indicating if the record is currently active","Simple active/inactive toggle for enabling/disabling entities in business processes","true; false","NOT NULL; Default: true; NOT NULL","","",""
CRBConfiguration,boardMembers,Json,Other,low,"Board members information","Supports other operations by tracking board members for CRBConfiguration entities",""Example board members"; "Sample board members"; "Test board members"","NOT NULL","","",""
CRBConfiguration,meetingFrequency,String,Other,low,"Meeting frequency information","Supports other operations by tracking meeting frequency for CRBConfiguration entities",""Example meeting frequency"; "Sample meeting frequency"; "Test meeting frequency"","NOT NULL; UNIQUE","","",""
CRBConfiguration,meetingDay,String,Other,low,"Meeting day information","Supports other operations by tracking meeting day for CRBConfiguration entities",""Example meeting day"; "Sample meeting day"; "Test meeting day"","NOT NULL; UNIQUE","","",""
CRBConfiguration,meetingTime,String,Other,low,"Meeting time information","Supports other operations by tracking meeting time for CRBConfiguration entities",""Example meeting time"; "Sample meeting time"; "Test meeting time"","NOT NULL; UNIQUE","","",""
CRBConfiguration,quorumRequired,Int,Other,low,"Numeric value for quorum required","Supports other operations by tracking quorum required for CRBConfiguration entities","1; 10; 100","","","",""
CRBConfiguration,preReviewDays,Int,Other,low,"Numeric value for pre review days","Supports other operations by tracking pre review days for CRBConfiguration entities","1; 10; 100","NOT NULL","","",""
TimeEntryLock,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
TimeEntryLock,timeEntryId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
TimeEntryLock,timeEntryType,TimeEntryType,Other,high,"Reference to TimeEntryType entity","Establishes relationship with TimeEntryType for other operations",""timeentrytype-001"; "timeentrytype-123"","NOT NULL","","",""
TimeEntryLock,lockType,LockType,Other,high,"Reference to LockType entity","Establishes relationship with LockType for other operations",""locktype-001"; "locktype-123"","NOT NULL","","",""
TimeEntryLock,laborTimeEntry,LaborTimeEntry,Other,high,"Reference to LaborTimeEntry entity","Establishes relationship with LaborTimeEntry for other operations",""labortimeentry-001"; "labortimeentry-123"","","","",""
TimeEntryLock,machineTimeEntry,MachineTimeEntry,Other,high,"Reference to MachineTimeEntry entity","Establishes relationship with MachineTimeEntry for other operations",""machinetimeentry-001"; "machinetimeentry-123"","","","",""
TimeEntryLock,locker,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","NOT NULL","","",""
TimeEntryLock,lockedBy,String,Other,low,"Locked by information","Supports other operations by tracking locked by for TimeEntryLock entities",""Example locked by"; "Sample locked by"; "Test locked by"","NOT NULL; UNIQUE","","",""
TimeEntryLock,lockedAt,DateTime,Temporal,low,"Date and time for locked at","Supports other operations by tracking locked at for TimeEntryLock entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
TimeEntryLock,lockReason,String,Other,low,"Lock reason information","Supports other operations by tracking lock reason for TimeEntryLock entities",""Example lock reason"; "Sample lock reason"; "Test lock reason"","NOT NULL; UNIQUE","","",""
TimeEntryLock,unlockRequests,Json,Other,low,"Unlock requests information","Supports other operations by tracking unlock requests for TimeEntryLock entities",""Example unlock requests"; "Sample unlock requests"; "Test unlock requests"","NOT NULL","","",""
VendorKitHistory,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
VendorKitHistory,vendorKitId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
VendorKitHistory,userId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
VendorKitHistory,action,VendorKitAction,Other,high,"Reference to VendorKitAction entity","Establishes relationship with VendorKitAction for other operations",""vendorkitaction-001"; "vendorkitaction-123"","NOT NULL","","",""
VendorKitHistory,fromStatus,VendorKitStatus,Other,high,"Reference to VendorKitStatus entity","Establishes relationship with VendorKitStatus for other operations",""vendorkitstatus-001"; "vendorkitstatus-123"","","","",""
VendorKitHistory,toStatus,VendorKitStatus,Other,high,"Reference to VendorKitStatus entity","Establishes relationship with VendorKitStatus for other operations",""vendorkitstatus-001"; "vendorkitstatus-123"","","","",""
VendorKitHistory,vendorKit,VendorKit,Other,high,"Reference to VendorKit entity","Establishes relationship with VendorKit for other operations",""vendorkit-001"; "vendorkit-123"","NOT NULL","","",""
VendorKitHistory,user,User,Other,high,"Reference to User entity","Establishes relationship with User for other operations",""user-001"; "user-123"","","","",""
VendorKitHistory,notes,String,Documentation,low,"Free-text description or notes","Provides detailed information and context for human understanding and documentation",""Precision machining of aerospace engine blade component"; "Quality inspection notes: Surface finish meets specification"","TEXT type; Optional; Max length: 4000 characters; NOT NULL; UNIQUE","","",""
VendorKitHistory,timestamp,DateTime,Temporal,low,"Date and time for timestamp","Supports other operations by tracking timestamp for VendorKitHistory entities",""2024-10-30T10:00:00Z"; "2024-10-30T14:30:00Z"","NOT NULL; NOT NULL for audit fields","","",""
VendorKitHistory,metadata,Json,Other,low,"Metadata information","Supports other operations by tracking metadata for VendorKitHistory entities",""Example metadata"; "Sample metadata"; "Test metadata"","","","",""
VendorPerformanceMetric,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
VendorPerformanceMetric,vendorId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
VendorPerformanceMetric,metricType,VendorMetricType,Other,high,"Reference to VendorMetricType entity","Establishes relationship with VendorMetricType for other operations",""vendormetrictype-001"; "vendormetrictype-123"","NOT NULL","","",""
VendorPerformanceMetric,periodType,VendorMetricPeriod,Other,high,"Reference to VendorMetricPeriod entity","Establishes relationship with VendorMetricPeriod for other operations",""vendormetricperiod-001"; "vendormetricperiod-123"","NOT NULL","","",""
VendorPerformanceMetric,vendor,Vendor,Other,high,"Reference to Vendor entity","Establishes relationship with Vendor for other operations",""vendor-001"; "vendor-123"","NOT NULL","","",""
